Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
8005,0.0,0.413,0.0,0.4667,0.4588,0.7137,0.0,0.1212,0.0,0.7254,0.0,0.0,0.0,0.5662,0.1788,0.2027,0.8896,0.0976,0.0384,0.4693,0.0,0.0,0.0599,0.1577,0.2931,0.0833,0.0,0.0117,0.3814,0.0052,0.3129,0.1574,0.6223,0.0,0.0098,0.0258,0.1196,0.0318,0.0835,0.0139,0.1015,0.4537,0.2976,0.3657,0.1088,0.005,0.611,0.0014,0.0336,0.0281,0.0676,0.3871,0.0196,0.0482,0.1239,0.5796,0.2154,0.3149,0.5083,0.5195,0.3522,0.2587,0.3201,0.4203,0.2079,0.3941,0.3339,0.3594,0.5756,0.5773,0.5053,0.4926,0.3436,0.5594,0.2588,0.2213,0.4302,0.5055,0.5889,0.3429,0.4308,0.6
8006,0.0,0.5219,0.0,0.4324,0.3914,0.7232,0.0,0.094,0.0,0.7202,0.0,0.0,0.0,0.5673,0.1645,0.1791,0.8857,0.0492,0.0222,0.4551,0.0,0.0,0.0539,0.113,0.3821,0.0556,0.0,0.0225,0.4523,0.0095,0.3527,0.1429,0.6699,0.0,0.0087,0.033,0.0971,0.0351,0.1297,0.021,0.1086,0.5111,0.3393,0.3238,0.1092,0.0078,0.6158,0.0035,0.0533,0.028,0.0485,0.4387,0.0156,0.0529,0.1864,0.6842,0.3784,0.459,0.654,0.6417,0.4276,0.3204,0.4338,0.5604,0.298,0.5197,0.484,0.5211,0.6842,0.6902,0.6324,0.6212,0.4062,0.6692,0.4652,0.4024,0.5303,0.6299,0.6899,0.4712,0.5556,0.6
8007,0.0,0.557,0.0,0.3273,0.3027,0.7097,0.0,0.0628,0.0,0.6842,0.0,0.0,0.0,0.5442,0.1736,0.1839,0.8772,0.0417,0.0201,0.4715,0.0,0.0,0.0304,0.0961,0.4778,0.0544,0.0,0.0425,0.4734,0.0202,0.3557,0.1336,0.6562,0.0,0.0052,0.0299,0.0906,0.0365,0.1469,0.0275,0.1035,0.5356,0.3457,0.2764,0.0978,0.0107,0.6352,0.0064,0.0656,0.0275,0.0314,0.4823,0.0166,0.0488,0.2991,0.7452,0.509,0.4935,0.7101,0.7067,0.4594,0.3308,0.4769,0.5975,0.3529,0.5421,0.5576,0.5841,0.7468,0.7523,0.6797,0.6834,0.4434,0.7338,0.6025,0.5164,0.5532,0.6551,0.7504,0.4925,0.6135,0.6
8008,0.0,0.5366,0.0,0.2603,0.2383,0.6943,0.0,0.0441,0.0,0.6284,0.0,0.0,0.0,0.5039,0.1936,0.2063,0.8637,0.0512,0.02,0.5113,0.0,0.0,0.0153,0.0976,0.5367,0.0779,0.0,0.0525,0.451,0.035,0.3616,0.1317,0.6319,0.0,0.004,0.0358,0.0904,0.0389,0.1265,0.0316,0.0968,0.5315,0.3468,0.2347,0.0519,0.0144,0.6631,0.0058,0.0711,0.0359,0.0227,0.4926,0.0143,0.0418,0.4232,0.7462,0.5803,0.5484,0.7218,0.716,0.4875,0.3284,0.5375,0.6282,0.3997,0.5904,0.62,0.602,0.745,0.7495,0.7079,0.6838,0.4819,0.7402,0.6889,0.5739,0.5958,0.6408,0.7482,0.5176,0.6439,0.6
8009,0.0,0.5095,0.0,0.2595,0.2223,0.6897,0.0,0.0318,0.0,0.6075,0.0,0.0,0.0,0.4621,0.2244,0.2393,0.8478,0.0631,0.0301,0.5597,0.0,0.0,0.0109,0.1287,0.558,0.1061,0.0,0.0531,0.4363,0.0404,0.3676,0.1358,0.6199,0.0,0.0061,0.0391,0.0844,0.0486,0.1168,0.0359,0.0911,0.5249,0.3505,0.215,0.0173,0.0219,0.685,0.0039,0.0738,0.063,0.0205,0.4971,0.0221,0.0408,0.5595,0.7193,0.6063,0.6072,0.6901,0.693,0.4745,0.3256,0.5237,0.6134,0.3762,0.6205,0.6105,0.6127,0.717,0.7219,0.6903,0.687,0.3505,0.7055,0.7257,0.5765,0.6105,0.6848,0.7249,0.5445,0.6331,0.6
8010,0.0,0.544,0.0,0.2506,0.2428,0.7001,0.0,0.0243,0.0,0.5743,0.0,0.0,0.0,0.4135,0.2615,0.2705,0.8601,0.095,0.0575,0.5999,0.0,0.0,0.0124,0.17,0.6046,0.1635,0.0,0.05,0.4919,0.0366,0.3804,0.1514,0.6581,0.0,0.0127,0.039,0.0738,0.037,0.0984,0.038,0.0802,0.5764,0.3969,0.2217,0.0035,0.0385,0.7281,0.0027,0.0582,0.0978,0.0178,0.5432,0.0378,0.0336,0.4939,0.6406,0.6096,0.5512,0.6157,0.6182,0.4503,0.3238,0.5068,0.5593,0.3816,0.5398,0.6035,0.5741,0.6377,0.6432,0.6324,0.6069,0.3323,0.6264,0.6832,0.5442,0.5306,0.5549,0.6437,0.4744,0.5884,0.6
8011,0.0,0.556,0.0,0.2533,0.278,0.6942,0.0,0.0289,0.0,0.5482,0.0,0.0,0.0,0.4005,0.2702,0.2481,0.8711,0.1217,0.0783,0.605,0.0,0.0,0.0176,0.2172,0.6034,0.2009,0.0,0.0386,0.5312,0.0298,0.3909,0.1747,0.6803,0.0,0.038,0.0333,0.0705,0.0416,0.0911,0.0347,0.08,0.6062,0.4228,0.2495,0.0041,0.0508,0.7431,0.0031,0.0655,0.1202,0.021,0.5638,0.0471,0.0262,0.5103,0.5202,0.5654,0.5127,0.5124,0.502,0.3753,0.2414,0.4304,0.4914,0.323,0.5181,0.5343,0.4913,0.5079,0.5203,0.5213,0.5499,0.2585,0.4995,0.6429,0.5234,0.4929,0.5058,0.5298,0.409,0.5073,0.6
8012,0.0,0.5554,0.0,0.2654,0.3287,0.7055,0.0,0.0477,0.0,0.5232,0.0,0.0,0.0,0.4054,0.2888,0.2218,0.8963,0.158,0.0927,0.6258,0.0,0.0,0.0207,0.2679,0.5963,0.2172,0.0,0.0368,0.5628,0.0246,0.3839,0.2248,0.71,0.0,0.0686,0.018,0.0696,0.0369,0.0634,0.0248,0.0785,0.6485,0.4563,0.2733,0.0072,0.0613,0.7774,0.0034,0.0602,0.1401,0.0272,0.595,0.0591,0.0174,0.4683,0.3484,0.4788,0.3755,0.3812,0.3503,0.367,0.2481,0.3134,0.3753,0.2736,0.4382,0.4322,0.3885,0.348,0.3617,0.3845,0.4576,0.2328,0.3332,0.506,0.4074,0.2976,0.3927,0.3697,0.3414,0.3848,0.6
8013,0.0,0.4839,0.0,0.287,0.3819,0.7122,0.0,0.0647,0.0,0.5335,0.0,0.0,0.0,0.4307,0.2828,0.1842,0.9135,0.2252,0.1174,0.6285,0.0,0.0,0.0271,0.2745,0.5664,0.2502,0.0,0.0261,0.5277,0.018,0.3628,0.2443,0.6967,0.0,0.0855,0.0113,0.0733,0.0318,0.0577,0.0198,0.0589,0.643,0.4,0.2565,0.0125,0.0641,0.781,0.0026,0.0293,0.1129,0.0328,0.5629,0.0732,0.013,0.3903,0.1591,0.3287,0.2423,0.2235,0.1689,0.3201,0.1828,0.1939,0.2251,0.1756,0.3207,0.2983,0.2554,0.1525,0.172,0.2148,0.3358,0.1643,0.1417,0.3853,0.3229,0.2111,0.3113,0.1774,0.2388,0.2569,0.6
8014,0.0,0.4173,0.0,0.3049,0.3773,0.7178,0.0,0.0968,0.0,0.5667,0.0,0.0,0.0,0.4693,0.2527,0.1339,0.9203,0.3237,0.1424,0.6205,0.0,0.0,0.0568,0.246,0.5254,0.2805,0.0,0.0049,0.4539,0.0088,0.2727,0.1913,0.4726,0.0,0.0963,0.0093,0.0867,0.0216,0.0484,0.0116,0.0466,0.5116,0.2745,0.1147,0.0116,0.06,0.7125,0.0024,0.0071,0.0742,0.0334,0.4822,0.0495,0.0065,0.2768,0.0,0.1875,0.0866,0.019,0.0,0.2131,0.0328,0.0918,0.0382,0.064,0.209,0.1581,0.0987,0.0,0.0,0.0175,0.2021,0.0796,0.0,0.2308,0.164,0.1345,0.1894,0.0,0.1284,0.0955,0.6
8015,0.0,0.4093,0.0,0.3915,0.2425,0.7218,0.0,0.1282,0.0,0.6107,0.0,0.0,0.0,0.5144,0.1676,0.0732,0.9311,0.4113,0.153,0.566,0.0,0.0,0.1198,0.2456,0.5022,0.2683,0.0,0.0009,0.4455,0.0089,0.3056,0.2068,0.5178,0.0,0.1036,0.0186,0.1124,0.0247,0.0348,0.0072,0.0643,0.4949,0.2761,0.1445,0.035,0.0518,0.6736,0.0018,0.0063,0.0635,0.0599,0.4706,0.0333,0.0114,0.1183,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255,0.0165,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0924,0.0,0.0565,0.0091,0.0,0.0,0.0,0.6
8016,0.0,0.4158,0.0,0.4789,0.3191,0.7349,0.0,0.2042,0.0,0.6932,0.0,0.0,0.0,0.6274,0.1512,0.0586,0.935,0.3211,0.1513,0.5704,0.0,0.0,0.1633,0.181,0.5221,0.2829,0.0,0.0014,0.4391,0.0126,0.3409,0.2429,0.563,0.0,0.0822,0.0201,0.1411,0.0281,0.0355,0.0109,0.0809,0.5114,0.2974,0.1912,0.0523,0.0492,0.6636,0.003,0.0059,0.0487,0.0488,0.4791,0.0198,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8017,0.0,0.4361,0.0,0.4865,0.3968,0.7191,0.0,0.2567,0.0,0.7617,0.0,0.0,0.0,0.6989,0.1488,0.0621,0.9339,0.3495,0.1487,0.563,0.0,0.0,0.2167,0.1917,0.5232,0.331,0.0,0.0069,0.4248,0.0147,0.3418,0.2548,0.5902,0.0,0.0623,0.0188,0.1686,0.029,0.0351,0.0122,0.091,0.5454,0.3203,0.2116,0.0565,0.0401,0.6418,0.0071,0.0106,0.0388,0.0364,0.4656,0.0167,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8018,0.0,0.4471,0.0,0.5015,0.4203,0.6939,0.0,0.3123,0.0,0.7936,0.0,0.0,0.0,0.7513,0.1389,0.0718,0.9309,0.4216,0.1614,0.5312,0.0,0.0,0.2301,0.1863,0.4782,0.3039,0.0,0.0165,0.3815,0.0152,0.3087,0.2493,0.6095,0.0,0.0519,0.0147,0.1853,0.026,0.0416,0.0139,0.0928,0.5534,0.3263,0.2185,0.0484,0.0435,0.5833,0.0156,0.0197,0.0372,0.0243,0.4054,0.0154,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8019,0.0,0.4143,0.0,0.5524,0.4407,0.6692,0.0,0.3296,0.0,0.8156,0.0,0.0,0.0,0.7923,0.1312,0.091,0.9128,0.4291,0.1752,0.496,0.0,0.0,0.21,0.176,0.4166,0.1657,0.0,0.0262,0.2836,0.0129,0.2488,0.2314,0.5939,0.0,0.0383,0.0117,0.1893,0.0236,0.0493,0.0172,0.0908,0.5008,0.2983,0.2192,0.0372,0.0429,0.5136,0.024,0.0284,0.0402,0.0133,0.3087,0.0198,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8020,0.0,0.3826,0.0,0.5761,0.4376,0.653,0.0,0.3263,0.0,0.829,0.0,0.0,0.0,0.8124,0.1331,0.1217,0.8872,0.3696,0.1787,0.4604,0.0,0.0,0.215,0.2052,0.3978,0.0601,0.0,0.0288,0.2013,0.012,0.1975,0.2008,0.5285,0.0,0.0317,0.0087,0.1876,0.0219,0.0417,0.0169,0.0823,0.4055,0.2636,0.2142,0.027,0.0407,0.4113,0.0238,0.0357,0.0469,0.0152,0.2419,0.0204,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8021,0.0,0.315,0.0,0.5696,0.4691,0.6369,0.0,0.3587,0.0,0.8154,0.0,0.0,0.0,0.8018,0.1292,0.1481,0.8465,0.2621,0.1939,0.4101,0.0,0.0,0.259,0.1827,0.3515,0.0266,0.0,0.0305,0.1441,0.0107,0.1559,0.1736,0.4261,0.0,0.0299,0.0106,0.1778,0.0238,0.033,0.0128,0.0764,0.3004,0.234,0.2134,0.0219,0.0355,0.3197,0.0165,0.0396,0.0568,0.0076,0.185,0.0167,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8022,0.0,0.2535,0.0,0.5588,0.476,0.631,0.0,0.3425,0.0,0.774,0.0,0.0,0.0,0.7613,0.1358,0.1716,0.8079,0.1167,0.1946,0.3843,0.0,0.0,0.3293,0.1172,0.2983,0.0175,0.0,0.0266,0.1007,0.0101,0.1179,0.1481,0.3502,0.0,0.0286,0.0147,0.1524,0.024,0.0252,0.0089,0.0729,0.2321,0.2056,0.2225,0.0221,0.0263,0.2656,0.0118,0.0413,0.0739,0.0089,0.1378,0.0126,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8023,0.0,0.204,0.0,0.5813,0.4873,0.6182,0.0,0.3248,0.0,0.7413,0.0,0.0,0.0,0.7212,0.1507,0.1833,0.7921,0.0343,0.205,0.3806,0.0,0.0,0.4423,0.0654,0.247,0.0147,0.0,0.0194,0.0603,0.0103,0.0975,0.1275,0.2894,0.0,0.0258,0.0136,0.1229,0.0222,0.021,0.0079,0.0722,0.18,0.1607,0.22,0.0196,0.029,0.2478,0.011,0.0516,0.1108,0.0112,0.1067,0.0156,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8024,0.0,0.176,0.0,0.6038,0.515,0.6259,0.0,0.313,0.0,0.7155,0.0,0.0,0.0,0.6791,0.1804,0.1952,0.7922,0.0224,0.2137,0.3879,0.0,0.0,0.5394,0.0528,0.2162,0.0131,0.0,0.0126,0.042,0.0105,0.0799,0.1102,0.2351,0.0,0.0307,0.0132,0.0863,0.0199,0.0184,0.0079,0.0687,0.1582,0.1254,0.2149,0.0157,0.031,0.2527,0.0099,0.0609,0.1664,0.0121,0.0909,0.0146,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8025,0.0,0.1569,0.0,0.5538,0.525,0.611,0.0,0.3343,0.0,0.7089,0.0,0.0,0.0,0.6405,0.1983,0.205,0.7559,0.0342,0.2045,0.4028,0.0,0.0,0.5673,0.0373,0.1791,0.0167,0.0,0.0089,0.0327,0.0117,0.0721,0.093,0.1975,0.0,0.0336,0.0134,0.0605,0.0187,0.0219,0.0068,0.0681,0.1428,0.0976,0.2079,0.0155,0.0291,0.2348,0.0079,0.0691,0.2253,0.012,0.0685,0.0258,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
8026,0.0,0.1489,0.0,0.4906,0.5216,0.5896,0.0,0.3459,0.0,0.6878,0.0,0.0,0.0,0.6174,0.2073,0.2206,0.71,0.0242,0.2238,0.4279,0.0,0.0,0.6087,0.0424,0.1557,0.026,0.0,0.0079,0.0458,0.0147,0.0642,0.114,0.2777,0.0,0.0494,0.0133,0.0485,0.0251,0.0373,0.0073,0.0646,0.2256,0.1387,0.2293,0.019,0.0405,0.3113,0.0087,0.0696,0.3167,0.0106,0.094,0.056,0.0156,0.0,0.0706,0.0,0.0,0.0371,0.0258,0.0064,0.0328,0.0041,0.004,0.0166,0.0013,0.0001,0.0001,0.058,0.055,0.0163,0.0085,0.0298,0.0511,0.0,0.0,0.0111,0.0118,0.0697,0.0089,0.0031,0.05
8027,0.0,0.2123,0.0,0.5428,0.5213,0.6416,0.0,0.3714,0.0,0.6816,0.0,0.0,0.0,0.6497,0.2195,0.2613,0.734,0.0,0.1801,0.4839,0.0,0.0,0.6987,0.1033,0.1719,0.0073,0.0,0.008,0.1782,0.027,0.0726,0.1968,0.5134,0.0,0.0514,0.0142,0.0977,0.0253,0.0693,0.0111,0.0688,0.4749,0.2852,0.2695,0.0281,0.035,0.6587,0.0312,0.0689,0.4779,0.0283,0.2363,0.0568,0.0221,0.0,0.2601,0.0018,0.0317,0.1948,0.173,0.0914,0.1057,0.0798,0.0977,0.1076,0.0808,0.0315,0.0532,0.2408,0.2384,0.1556,0.1176,0.1291,0.2169,0.005,0.0002,0.1259,0.0987,0.2615,0.0809,0.0872,0.05
8028,0.0,0.2924,0.0,0.5407,0.5456,0.6178,0.0,0.375,0.0,0.6723,0.0,0.0,0.0,0.637,0.2105,0.2325,0.6983,0.0,0.2154,0.4463,0.0,0.0,0.7086,0.1183,0.1794,0.0026,0.0,0.0089,0.3135,0.0211,0.2571,0.2215,0.5776,0.0,0.1055,0.0187,0.2026,0.0497,0.1515,0.0068,0.1774,0.4586,0.3157,0.3357,0.015,0.0574,0.6752,0.0168,0.0888,0.5683,0.0571,0.3133,0.0983,0.0396,0.0363,0.4379,0.0658,0.1902,0.372,0.3571,0.2144,0.2561,0.1958,0.2664,0.2396,0.2532,0.1368,0.2118,0.4163,0.4133,0.3428,0.2847,0.2073,0.3884,0.099,0.0714,0.2843,0.2482,0.4491,0.1735,0.238,0.05
8029,0.0,0.3442,0.0,0.5299,0.5649,0.5694,0.0,0.3717,0.0,0.6822,0.0,0.0,0.0,0.609,0.2004,0.202,0.6315,0.0,0.2742,0.3962,0.0,0.0,0.6887,0.1488,0.1835,0.0016,0.0,0.0017,0.2947,0.0195,0.4289,0.2077,0.5824,0.0,0.1354,0.0343,0.2169,0.0818,0.2517,0.0051,0.2445,0.4139,0.2773,0.344,0.01,0.1164,0.6446,0.0109,0.1734,0.5605,0.096,0.2821,0.1319,0.0687,0.1445,0.569,0.2037,0.3309,0.5353,0.521,0.3359,0.3572,0.3105,0.419,0.3573,0.4248,0.2843,0.3645,0.5614,0.5746,0.5152,0.4515,0.3332,0.517,0.2601,0.245,0.429,0.4173,0.594,0.2743,0.3871,0.05
8030,0.0,0.3479,0.0,0.4763,0.5604,0.5197,0.0,0.3556,0.0,0.6551,0.0,0.0,0.0,0.6111,0.1919,0.1739,0.5516,0.0,0.3008,0.3318,0.0,0.0,0.6699,0.1939,0.1964,0.006,0.0,0.0049,0.2369,0.0385,0.4451,0.1771,0.5575,0.0,0.1851,0.0586,0.2158,0.1088,0.357,0.0076,0.2523,0.3469,0.2128,0.3294,0.0138,0.1861,0.5898,0.0098,0.2898,0.5173,0.1082,0.2163,0.1392,0.0901,0.2152,0.6767,0.3584,0.4137,0.6442,0.6374,0.4407,0.4923,0.4052,0.5282,0.4721,0.559,0.4013,0.4812,0.6659,0.6829,0.6187,0.558,0.4948,0.5773,0.4104,0.4112,0.5595,0.5155,0.6973,0.3575,0.4862,0.05
8031,0.0,0.3462,0.0,0.4225,0.5595,0.493,0.0,0.3195,0.0,0.5834,0.0,0.0,0.0,0.5596,0.1906,0.1691,0.4797,0.0001,0.2658,0.28,0.0,0.0,0.6615,0.257,0.235,0.0135,0.0,0.0133,0.2,0.0691,0.4066,0.1442,0.551,0.0,0.2561,0.1022,0.1908,0.1257,0.3996,0.0102,0.2481,0.3089,0.174,0.2768,0.0353,0.1994,0.5625,0.0069,0.3724,0.4671,0.1336,0.1854,0.1514,0.094,0.3092,0.7396,0.456,0.5524,0.7018,0.7066,0.4787,0.5249,0.4719,0.6113,0.5731,0.6366,0.5107,0.5702,0.7128,0.7401,0.6889,0.6414,0.5152,0.6362,0.548,0.525,0.6551,0.6013,0.7527,0.4709,0.563,0.05
8032,0.0,0.3896,0.0,0.4127,0.5699,0.4563,0.0,0.3239,0.0,0.5051,0.0,0.0,0.0,0.5062,0.1887,0.188,0.4428,0.0175,0.2704,0.26,0.0,0.0,0.6865,0.2929,0.3304,0.0186,0.0,0.0205,0.2076,0.0949,0.4043,0.1109,0.5388,0.0,0.274,0.133,0.1771,0.1287,0.3798,0.0161,0.2438,0.3098,0.16,0.2257,0.067,0.1996,0.5501,0.0028,0.3691,0.4436,0.1877,0.1857,0.1464,0.0759,0.4488,0.7517,0.5274,0.5693,0.7238,0.7158,0.5084,0.5367,0.5174,0.6296,0.5892,0.6769,0.5815,0.6161,0.6995,0.7455,0.7062,0.682,0.4877,0.6315,0.6363,0.5905,0.7103,0.5769,0.7592,0.5617,0.6409,0.05
8033,0.0,0.4188,0.0,0.3786,0.6223,0.4277,0.0,0.4107,0.0,0.4645,0.0,0.0,0.0,0.4354,0.1888,0.1986,0.4433,0.1479,0.2809,0.2719,0.0,0.0,0.7331,0.4213,0.4259,0.0069,0.0,0.0216,0.2303,0.1005,0.3975,0.0907,0.5374,0.0,0.2607,0.1576,0.1514,0.1344,0.3324,0.0193,0.2289,0.3379,0.1643,0.1871,0.1046,0.1745,0.5451,0.0017,0.3539,0.4593,0.2818,0.1921,0.1257,0.0636,0.5566,0.7208,0.5858,0.5862,0.6983,0.6813,0.438,0.4526,0.5276,0.6171,0.5565,0.6423,0.5799,0.6121,0.6348,0.7162,0.6868,0.6182,0.4886,0.5961,0.6587,0.6241,0.7231,0.5853,0.7248,0.5363,0.6354,0.05
8034,0.0,0.4406,0.0,0.3934,0.7026,0.4094,0.0,0.4947,0.0,0.4398,0.0,0.0,0.0,0.3768,0.2038,0.2155,0.4834,0.4034,0.2473,0.3213,0.0,0.0,0.7883,0.5581,0.5291,0.0132,0.0,0.0157,0.2791,0.096,0.4224,0.0874,0.5268,0.0,0.2085,0.1616,0.1357,0.1451,0.3005,0.0273,0.2132,0.3803,0.19,0.1701,0.1472,0.1527,0.5625,0.002,0.3188,0.5,0.3734,0.236,0.1031,0.0616,0.5292,0.6151,0.5962,0.5797,0.6219,0.6101,0.3173,0.4483,0.5151,0.5584,0.5291,0.5847,0.5643,0.5786,0.5845,0.6406,0.6295,0.5684,0.4927,0.5331,0.6401,0.6327,0.7118,0.5478,0.6485,0.5183,0.581,0.05
8035,0.0,0.4619,0.0,0.4067,0.7608,0.4033,0.0,0.5599,0.0,0.4253,0.0,0.0,0.0,0.3659,0.2289,0.2399,0.5417,0.464,0.2037,0.3947,0.0,0.0,0.836,0.6963,0.606,0.1247,0.0,0.0094,0.3293,0.0915,0.4375,0.0982,0.5104,0.0,0.1652,0.1661,0.124,0.1289,0.281,0.0293,0.1992,0.3992,0.2197,0.1595,0.2032,0.1118,0.5933,0.0019,0.2891,0.5528,0.4439,0.3024,0.0935,0.0544,0.5209,0.5135,0.5272,0.5007,0.5205,0.5004,0.3457,0.3178,0.464,0.4979,0.4081,0.4906,0.5058,0.5184,0.4577,0.519,0.5245,0.4854,0.4019,0.4094,0.5805,0.5768,0.6556,0.4968,0.5252,0.4455,0.5109,0.05
8036,0.0,0.4652,0.0,0.4224,0.8109,0.4173,0.0,0.6371,0.0,0.4085,0.0,0.0,0.0,0.3962,0.2278,0.2422,0.6134,0.5557,0.1481,0.4408,0.0,0.0,0.8708,0.7647,0.63,0.2274,0.0,0.0093,0.382,0.0848,0.4303,0.125,0.5165,0.0,0.1197,0.1263,0.1289,0.1034,0.2502,0.0306,0.185,0.4233,0.249,0.1633,0.2428,0.085,0.6212,0.0053,0.2288,0.6077,0.4424,0.3893,0.0806,0.0488,0.5483,0.3347,0.4645,0.3982,0.3619,0.3425,0.3287,0.327,0.3604,0.3592,0.3319,0.3826,0.4083,0.3841,0.2911,0.3398,0.3823,0.4146,0.229,0.2881,0.3397,0.4746,0.5663,0.4173,0.367,0.3559,0.3695,0.05
8037,0.0,0.462,0.0,0.46,0.8597,0.44,0.0,0.6861,0.0,0.4172,0.0,0.0,0.0,0.4312,0.2271,0.236,0.7116,0.7732,0.0736,0.4804,0.0,0.0,0.888,0.7465,0.622,0.2625,0.0,0.007,0.438,0.0565,0.353,0.1433,0.5386,0.0,0.0967,0.0836,0.113,0.0575,0.1864,0.0283,0.132,0.4892,0.2781,0.1625,0.2247,0.0501,0.6703,0.0043,0.1406,0.6265,0.4104,0.4666,0.0722,0.0417,0.4211,0.1531,0.3292,0.2455,0.2072,0.1663,0.2906,0.2306,0.2389,0.2111,0.1876,0.2658,0.2743,0.237,0.1199,0.1561,0.2095,0.2982,0.1128,0.118,0.2465,0.3493,0.4563,0.3064,0.1782,0.2278,0.2064,0.05
8038,0.0,0.4705,0.0,0.4789,0.8715,0.435,0.0,0.6762,0.0,0.4675,0.0,0.0,0.0,0.4549,0.2159,0.2216,0.7377,0.8608,0.0318,0.4904,0.0,0.0,0.8928,0.7463,0.6281,0.2674,0.0,0.0079,0.4332,0.0277,0.2289,0.1219,0.4096,0.0,0.1061,0.0332,0.0966,0.0246,0.1303,0.0174,0.0745,0.4355,0.2398,0.0997,0.1707,0.0488,0.6527,0.0022,0.0618,0.5185,0.3169,0.4541,0.0537,0.0272,0.2673,0.0,0.1911,0.0967,0.018,0.0,0.1844,0.0425,0.126,0.0353,0.0693,0.1687,0.1516,0.0959,0.0,0.0,0.0155,0.1831,0.0296,0.0,0.1856,0.1832,0.31,0.2084,0.0,0.1247,0.0755,0.05
