Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
3825,0.0,0.054,0.0,0.1224,0.1419,0.6004,0.0,0.0537,0.0,0.1783,0.0,0.0,0.0,0.3819,0.395,0.2873,0.3193,0.0109,0.0013,0.5681,0.0,0.0,0.0278,0.0181,0.0443,0.0041,0.0,0.003,0.0227,0.0056,0.01,0.1466,0.1295,0.0,0.007,0.0376,0.0362,0.0302,0.0354,0.0452,0.0202,0.2993,0.2692,0.2891,0.0612,0.0027,0.395,0.0208,0.0046,0.1048,0.0324,0.031,0.0407,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3826,0.0,0.0699,0.0,0.0924,0.1581,0.5912,0.0,0.0681,0.0,0.1675,0.0,0.0,0.0,0.3637,0.3928,0.2955,0.3961,0.0209,0.0015,0.5598,0.0,0.0,0.0247,0.0222,0.0666,0.0038,0.0,0.0071,0.0274,0.0066,0.0144,0.1554,0.1307,0.0,0.0083,0.0423,0.0398,0.03,0.0434,0.0482,0.0205,0.292,0.282,0.3036,0.0696,0.0034,0.4124,0.0238,0.0069,0.1139,0.0354,0.0487,0.0417,0.0371,0.0,0.0027,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0023,0.0001,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.85
3827,0.0,0.0371,0.0,0.0816,0.1469,0.5564,0.0,0.0611,0.0,0.2092,0.0,0.0,0.0,0.3613,0.3364,0.2886,0.5522,0.0255,0.0044,0.4,0.0,0.0,0.0303,0.0168,0.0461,0.0102,0.0,0.02,0.0474,0.0073,0.0311,0.2075,0.1505,0.0,0.0185,0.0419,0.0649,0.0324,0.0519,0.0514,0.0273,0.4037,0.4207,0.3242,0.0817,0.0067,0.4592,0.0219,0.015,0.1273,0.0556,0.0904,0.0504,0.063,0.0,0.0646,0.0,0.0042,0.0342,0.0771,0.0049,0.0217,0.0032,0.0347,0.0127,0.0,0.0004,0.0126,0.0937,0.0658,0.0547,0.0,0.0137,0.1221,0.0,0.0001,0.0,0.0,0.0522,0.0006,0.0139,0.85
3828,0.0,0.0249,0.0,0.094,0.1893,0.5477,0.0,0.0714,0.0,0.2381,0.0,0.0,0.0,0.327,0.3669,0.3077,0.6366,0.0213,0.0068,0.3969,0.0,0.0,0.0484,0.0257,0.0357,0.0104,0.0,0.0202,0.0687,0.0086,0.0459,0.3214,0.3687,0.0,0.009,0.0681,0.0864,0.0536,0.0779,0.0622,0.0208,0.5622,0.5904,0.5355,0.1111,0.0052,0.6121,0.029,0.0237,0.1521,0.0694,0.1039,0.1041,0.094,0.0007,0.2032,0.0188,0.0334,0.1637,0.2414,0.0904,0.1154,0.0917,0.1775,0.122,0.0327,0.0489,0.1192,0.2579,0.2114,0.2145,0.0369,0.1197,0.2946,0.0123,0.0252,0.0095,0.0241,0.1554,0.0701,0.1351,0.85
3829,0.0,0.0299,0.0,0.094,0.2401,0.5133,0.0,0.0843,0.0,0.2653,0.0,0.0,0.0,0.2819,0.4228,0.336,0.6146,0.0205,0.0096,0.4186,0.0,0.0,0.0802,0.0412,0.0555,0.0096,0.0,0.0157,0.0957,0.0067,0.0714,0.4012,0.5321,0.0,0.0118,0.083,0.2004,0.0809,0.0792,0.04,0.0225,0.6949,0.6669,0.6185,0.1238,0.0047,0.7034,0.0125,0.033,0.2045,0.0788,0.1231,0.0957,0.186,0.0295,0.3243,0.1028,0.0695,0.3165,0.3956,0.1827,0.2579,0.2489,0.3406,0.2712,0.1521,0.1895,0.2677,0.411,0.3669,0.3811,0.1592,0.2494,0.4278,0.1146,0.115,0.0865,0.1231,0.2883,0.2112,0.303,0.85
3830,0.0,0.0384,0.0,0.0847,0.2852,0.4825,0.0,0.102,0.0,0.29,0.0,0.0,0.0,0.2437,0.4422,0.3405,0.5434,0.0292,0.014,0.3961,0.0,0.0,0.1408,0.0592,0.0916,0.0043,0.0,0.0188,0.164,0.0059,0.0905,0.4122,0.5944,0.0,0.0137,0.1332,0.2781,0.0884,0.1114,0.0644,0.0404,0.7448,0.7258,0.6251,0.1362,0.0044,0.7185,0.0116,0.038,0.2187,0.0997,0.1388,0.1359,0.3151,0.0942,0.4134,0.2229,0.1281,0.4246,0.4821,0.2259,0.3428,0.3894,0.4849,0.3934,0.2848,0.3373,0.4039,0.4778,0.4453,0.5063,0.2799,0.3615,0.5274,0.2483,0.1956,0.1817,0.2318,0.3497,0.341,0.4472,0.85
3831,0.0,0.0539,0.0,0.0813,0.3395,0.4546,0.0,0.132,0.0,0.2928,0.0,0.0,0.0,0.1913,0.4682,0.352,0.4229,0.045,0.0148,0.3761,0.0,0.0,0.2239,0.062,0.1269,0.0009,0.0,0.0254,0.2428,0.0054,0.0716,0.405,0.6097,0.0,0.0233,0.1417,0.3177,0.0776,0.1572,0.0885,0.0963,0.7671,0.7627,0.6069,0.1897,0.0042,0.7373,0.0151,0.0429,0.2394,0.1235,0.1702,0.1718,0.3931,0.2001,0.4857,0.3255,0.2222,0.4828,0.5374,0.256,0.4107,0.4901,0.5809,0.4788,0.3869,0.4542,0.5084,0.5234,0.5161,0.5936,0.3674,0.4332,0.6035,0.3618,0.2705,0.2601,0.3073,0.4642,0.4308,0.5493,0.85
3832,0.0,0.0846,0.0,0.0684,0.3939,0.4263,0.0,0.1747,0.0,0.3132,0.0,0.0,0.0,0.1387,0.5039,0.3677,0.3547,0.0544,0.0193,0.3663,0.0,0.0,0.2933,0.076,0.1282,0.0024,0.0,0.0256,0.3197,0.0061,0.0816,0.4029,0.6031,0.0,0.0366,0.103,0.3251,0.0613,0.1858,0.1107,0.1676,0.7807,0.7835,0.5791,0.2204,0.0054,0.7555,0.0185,0.0391,0.2483,0.1287,0.2222,0.1612,0.37,0.2671,0.4425,0.4035,0.2257,0.498,0.5246,0.2372,0.4073,0.5372,0.6061,0.4972,0.4576,0.5165,0.5361,0.5348,0.5514,0.5977,0.4186,0.4393,0.6172,0.4538,0.3383,0.3002,0.3506,0.3755,0.475,0.5857,0.85
3833,0.0,0.1294,0.0,0.0425,0.4848,0.384,0.0,0.2395,0.0,0.3297,0.0,0.0,0.0,0.1195,0.528,0.3939,0.2803,0.0458,0.0302,0.3691,0.0,0.0,0.3376,0.0918,0.144,0.0072,0.0,0.0176,0.3535,0.0087,0.1081,0.3983,0.5613,0.0,0.0608,0.05,0.2946,0.0543,0.1768,0.1215,0.177,0.7804,0.7902,0.5454,0.2278,0.0124,0.7631,0.0261,0.0431,0.2455,0.1233,0.2737,0.1372,0.3043,0.3487,0.4408,0.4626,0.2996,0.4842,0.4813,0.2114,0.3755,0.5462,0.5996,0.489,0.4774,0.5479,0.5405,0.5144,0.5246,0.5757,0.4292,0.4081,0.5878,0.4844,0.3758,0.3079,0.3588,0.4024,0.4755,0.5923,0.85
3834,0.0,0.1429,0.0,0.0248,0.5681,0.3486,0.0,0.3051,0.0,0.3001,0.0,0.0,0.0,0.1371,0.5844,0.4498,0.2157,0.0369,0.0634,0.3934,0.0,0.0,0.3715,0.1073,0.1455,0.0157,0.0,0.0161,0.3598,0.0121,0.0985,0.3956,0.513,0.0,0.0906,0.023,0.2498,0.0577,0.152,0.0988,0.158,0.7661,0.7879,0.4945,0.2102,0.0332,0.7549,0.031,0.036,0.2484,0.1141,0.2954,0.1287,0.2555,0.3674,0.3682,0.4491,0.3017,0.4281,0.4261,0.2139,0.303,0.5047,0.5264,0.446,0.4547,0.5068,0.507,0.4523,0.4567,0.4969,0.3932,0.3459,0.5053,0.4733,0.3945,0.2775,0.3254,0.3468,0.4363,0.5456,0.85
3835,0.0,0.1432,0.0,0.0335,0.6398,0.3507,0.0,0.3651,0.0,0.2887,0.0,0.0,0.0,0.1664,0.6014,0.4803,0.204,0.0267,0.1094,0.4251,0.0,0.0,0.4059,0.1253,0.1645,0.0189,0.0,0.0122,0.3561,0.0123,0.1039,0.4063,0.478,0.0,0.142,0.016,0.2129,0.0719,0.1426,0.0678,0.1299,0.7382,0.7779,0.4568,0.1936,0.0653,0.7328,0.0267,0.0404,0.2229,0.1029,0.3083,0.1408,0.2214,0.3258,0.2679,0.4078,0.3274,0.3384,0.3335,0.1962,0.2212,0.4047,0.4257,0.3564,0.3918,0.4205,0.4375,0.3355,0.3517,0.3977,0.3263,0.2405,0.3638,0.4016,0.3722,0.2161,0.2515,0.2773,0.3553,0.4565,0.85
3836,0.0,0.1463,0.0,0.0735,0.6854,0.3663,0.0,0.4263,0.0,0.3048,0.0,0.0,0.0,0.186,0.6154,0.4983,0.227,0.0278,0.1532,0.466,0.0,0.0,0.4218,0.1379,0.1813,0.0339,0.0,0.013,0.2868,0.0106,0.1125,0.3993,0.4358,0.0,0.1821,0.0166,0.1621,0.0925,0.1266,0.0431,0.0909,0.6995,0.7369,0.4263,0.1269,0.0884,0.6926,0.0177,0.0339,0.1599,0.0756,0.2378,0.1414,0.1839,0.3596,0.1456,0.3537,0.3124,0.2135,0.2117,0.1353,0.1232,0.2775,0.2954,0.2338,0.2904,0.3232,0.324,0.1797,0.1846,0.2867,0.2265,0.1559,0.1942,0.3284,0.3076,0.1339,0.1652,0.1437,0.2453,0.307,0.85
3837,0.0,0.1487,0.0,0.1375,0.7245,0.4077,0.0,0.4971,0.0,0.3335,0.0,0.0,0.0,0.2115,0.612,0.4862,0.2976,0.0359,0.1818,0.5037,0.0,0.0,0.4369,0.1352,0.1949,0.0523,0.0,0.0122,0.1574,0.0051,0.0804,0.3331,0.222,0.0,0.1574,0.012,0.0706,0.0556,0.0708,0.02,0.0418,0.5323,0.5874,0.2813,0.0627,0.0678,0.527,0.0069,0.0211,0.1032,0.0446,0.1659,0.0653,0.0706,0.2563,0.061,0.2655,0.2174,0.0941,0.1086,0.0948,0.0489,0.1474,0.1588,0.1128,0.1646,0.1985,0.1977,0.0734,0.0776,0.1434,0.1288,0.0646,0.0809,0.2276,0.2473,0.0788,0.0987,0.0614,0.1304,0.1698,0.85
3838,0.0,0.1793,0.0,0.2001,0.7418,0.4263,0.0,0.5584,0.0,0.3421,0.0,0.0,0.0,0.2678,0.5929,0.4921,0.3585,0.0524,0.1885,0.5547,0.0,0.0,0.4671,0.1434,0.2144,0.0847,0.0,0.0086,0.1336,0.0035,0.071,0.2924,0.1131,0.0,0.1708,0.0192,0.0237,0.063,0.048,0.0119,0.0232,0.4837,0.4605,0.1328,0.0727,0.0656,0.4792,0.0051,0.0093,0.1222,0.0641,0.1693,0.0777,0.0316,0.1419,0.0,0.1523,0.0978,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0247,0.0773,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.1785,0.0,0.0,0.0,0.0,0.0051,0.85
3839,0.0,0.2044,0.0,0.3386,0.7961,0.5015,0.0,0.6421,0.0,0.4073,0.0,0.0,0.0,0.4605,0.5311,0.393,0.4906,0.0367,0.1836,0.5507,0.0,0.0,0.5178,0.13,0.2296,0.1077,0.0,0.0032,0.0892,0.0029,0.0552,0.282,0.1246,0.0,0.1949,0.0285,0.0346,0.0768,0.0766,0.0176,0.0298,0.4255,0.4061,0.1537,0.1112,0.0583,0.4441,0.0067,0.0013,0.1798,0.0965,0.1372,0.1066,0.0317,0.0528,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.049,0.0,0.0,0.0,0.0,0.0,0.85
3840,0.0,0.2211,0.0,0.3271,0.8016,0.4962,0.0,0.6612,0.0,0.4279,0.0,0.0,0.0,0.5097,0.5187,0.3734,0.4908,0.0432,0.1615,0.5594,0.0,0.0,0.565,0.1564,0.2461,0.1402,0.0,0.0035,0.0714,0.0068,0.0395,0.2881,0.1297,0.0,0.1993,0.0356,0.037,0.0983,0.0968,0.0218,0.0344,0.3942,0.3993,0.1787,0.1513,0.0397,0.4146,0.0127,0.0027,0.2112,0.1282,0.1203,0.1364,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3841,0.0,0.2383,0.0,0.2569,0.7774,0.4413,0.0,0.6631,0.0,0.4007,0.0,0.0,0.0,0.4928,0.4829,0.405,0.4582,0.0417,0.1629,0.5695,0.0,0.0,0.5845,0.1748,0.2578,0.1559,0.0,0.0056,0.0677,0.0081,0.0375,0.2822,0.1292,0.0,0.1649,0.0426,0.0362,0.1127,0.1124,0.0248,0.0374,0.39,0.3853,0.211,0.195,0.0283,0.4255,0.016,0.0022,0.2314,0.1445,0.1137,0.1676,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3842,0.0,0.2687,0.0,0.2231,0.7523,0.4048,0.0,0.6558,0.0,0.4067,0.0,0.0,0.0,0.4506,0.4927,0.4459,0.418,0.0329,0.1446,0.5584,0.0,0.0,0.5744,0.1878,0.2381,0.1694,0.0,0.0032,0.0796,0.007,0.0288,0.2871,0.1306,0.0,0.1437,0.0496,0.0408,0.1251,0.1325,0.0268,0.0372,0.3672,0.3784,0.2544,0.2483,0.0254,0.4056,0.0181,0.0016,0.2481,0.1841,0.1035,0.1936,0.0348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3843,0.0,0.2777,0.0,0.242,0.7096,0.3625,0.0,0.6452,0.0,0.4191,0.0,0.0,0.0,0.3943,0.5259,0.5145,0.3509,0.0162,0.1285,0.5356,0.0,0.0,0.5763,0.1919,0.229,0.1781,0.0,0.0029,0.0883,0.007,0.0174,0.2853,0.1159,0.0,0.1212,0.0553,0.0436,0.1306,0.1381,0.0267,0.037,0.3237,0.3617,0.2813,0.2791,0.0199,0.3559,0.0158,0.0016,0.2611,0.2137,0.1076,0.2043,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3844,0.0,0.2625,0.0,0.2518,0.6615,0.3342,0.0,0.6324,0.0,0.3957,0.0,0.0,0.0,0.3769,0.5202,0.5605,0.299,0.0074,0.1138,0.5054,0.0,0.0,0.5704,0.1905,0.2404,0.1866,0.0,0.0018,0.0844,0.0062,0.0102,0.2861,0.1067,0.0,0.1049,0.0585,0.0441,0.1341,0.144,0.0273,0.0342,0.2918,0.3415,0.2864,0.3095,0.0145,0.3281,0.0145,0.0017,0.2686,0.23,0.1018,0.2144,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3845,0.0,0.2457,0.0,0.2385,0.5879,0.3082,0.0,0.612,0.0,0.3679,0.0,0.0,0.0,0.3863,0.5655,0.6013,0.2282,0.0069,0.0995,0.5096,0.0,0.0,0.5597,0.177,0.2292,0.2051,0.0,0.0019,0.0705,0.0059,0.0138,0.281,0.1044,0.0,0.0875,0.0608,0.0375,0.1319,0.1397,0.027,0.0308,0.2865,0.3277,0.2871,0.3173,0.0092,0.3208,0.0148,0.0018,0.2772,0.2334,0.0949,0.2156,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3846,0.0,0.2537,0.0,0.2366,0.5194,0.303,0.0,0.5954,0.0,0.3171,0.0,0.0,0.0,0.385,0.6516,0.6258,0.1744,0.0147,0.0749,0.5319,0.0,0.0,0.5524,0.1691,0.2169,0.2112,0.0,0.0018,0.0713,0.0049,0.0117,0.2793,0.1056,0.0,0.0837,0.0608,0.0314,0.1215,0.1377,0.025,0.0268,0.2739,0.3186,0.2897,0.3162,0.0057,0.3182,0.0154,0.0015,0.2963,0.2425,0.0964,0.2119,0.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3847,0.0,0.2682,0.0,0.2263,0.4952,0.321,0.0,0.5858,0.0,0.2661,0.0,0.0,0.0,0.3581,0.7127,0.6685,0.1728,0.0227,0.0673,0.5341,0.0,0.0,0.5374,0.16,0.2112,0.2161,0.0,0.0014,0.0733,0.0044,0.0052,0.2745,0.1136,0.0,0.0877,0.0661,0.0312,0.1176,0.1289,0.0245,0.0229,0.3075,0.3388,0.3158,0.298,0.0035,0.358,0.0151,0.0024,0.3069,0.2478,0.0851,0.2176,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3848,0.0,0.275,0.0,0.2036,0.4679,0.3336,0.0,0.5665,0.0,0.2462,0.0,0.0,0.0,0.3425,0.7601,0.7021,0.237,0.0306,0.0635,0.5115,0.0,0.0,0.5358,0.1613,0.2122,0.2269,0.0,0.0015,0.074,0.0048,0.0036,0.2694,0.1095,0.0,0.0845,0.0776,0.0364,0.1083,0.1328,0.0261,0.0223,0.352,0.3574,0.335,0.2904,0.0036,0.3658,0.0138,0.0041,0.3145,0.2616,0.0893,0.2193,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3849,0.0,0.276,0.0,0.1559,0.4505,0.3562,0.0,0.5557,0.0,0.2524,0.0,0.0,0.0,0.3206,0.7731,0.7297,0.348,0.0338,0.0734,0.5143,0.0,0.0,0.5336,0.1623,0.2242,0.2317,0.0,0.0006,0.1012,0.0058,0.0031,0.2711,0.1024,0.0,0.0847,0.091,0.0444,0.1044,0.1353,0.0262,0.021,0.3948,0.3843,0.3527,0.2821,0.0035,0.3637,0.0133,0.0062,0.3255,0.2694,0.0978,0.2133,0.0608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3850,0.0,0.2808,0.0,0.1079,0.456,0.3704,0.0,0.5438,0.0,0.2432,0.0,0.0,0.0,0.3058,0.7751,0.7481,0.4345,0.0349,0.0804,0.5385,0.0,0.0,0.4963,0.1648,0.1871,0.1962,0.0,0.0,0.1376,0.0064,0.004,0.2718,0.0957,0.0,0.0859,0.1156,0.0504,0.1001,0.1415,0.0274,0.0219,0.4317,0.3875,0.3558,0.2809,0.0032,0.3792,0.0113,0.0096,0.3323,0.2765,0.1186,0.2105,0.0886,0.0,0.0027,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0025,0.0001,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.85
3851,0.0,0.2949,0.0,0.088,0.4738,0.3682,0.0,0.5399,0.0,0.1985,0.0,0.0,0.0,0.28,0.7227,0.7151,0.4218,0.0587,0.0386,0.537,0.0,0.0,0.4782,0.1903,0.1637,0.1463,0.0,0.0001,0.1865,0.0075,0.0103,0.2958,0.1537,0.0,0.0771,0.1065,0.083,0.0883,0.1475,0.0255,0.0279,0.5973,0.6464,0.4207,0.2817,0.0021,0.4549,0.0136,0.0075,0.3931,0.3148,0.1451,0.1948,0.1317,0.0,0.0537,0.0,0.009,0.0216,0.0956,0.0042,0.0068,0.003,0.0347,0.0113,0.0,0.0004,0.0131,0.0774,0.0647,0.0506,0.0,0.0111,0.0634,0.0,0.0001,0.0,0.0,0.0524,0.0006,0.0116,0.85
3852,0.0,0.389,0.0,0.0798,0.4799,0.4093,0.0,0.5369,0.0,0.2137,0.0,0.0,0.0,0.2587,0.7145,0.7556,0.4352,0.0666,0.0287,0.5587,0.0,0.0,0.4298,0.189,0.2331,0.1213,0.0,0.0015,0.2164,0.0072,0.0055,0.3898,0.3482,0.0,0.086,0.1591,0.1246,0.1316,0.1761,0.0381,0.0264,0.7509,0.7667,0.6513,0.3169,0.001,0.6387,0.0204,0.0097,0.4195,0.3521,0.1346,0.251,0.189,0.0008,0.1186,0.0196,0.0752,0.1063,0.2599,0.0861,0.0416,0.0902,0.174,0.1111,0.0352,0.0485,0.1174,0.1765,0.1786,0.1968,0.0363,0.1092,0.1353,0.013,0.0368,0.0093,0.0284,0.1173,0.068,0.1148,0.85
3853,0.0,0.4167,0.0,0.092,0.4635,0.4238,0.0,0.5269,0.0,0.2357,0.0,0.0,0.0,0.2415,0.763,0.7785,0.4157,0.0495,0.0272,0.5745,0.0,0.0,0.3844,0.1859,0.3932,0.087,0.0,0.0074,0.2445,0.0048,0.0111,0.4675,0.5245,0.0,0.0987,0.2455,0.2577,0.2121,0.1625,0.021,0.0311,0.8176,0.8271,0.7818,0.3108,0.0013,0.7248,0.007,0.0086,0.4609,0.3607,0.1438,0.2804,0.3256,0.0486,0.2624,0.1147,0.1814,0.2045,0.403,0.1826,0.0773,0.247,0.3402,0.2396,0.1688,0.1872,0.2531,0.2764,0.2682,0.3369,0.1605,0.2201,0.2173,0.1307,0.1069,0.0797,0.1378,0.2713,0.2071,0.2507,0.85
3854,0.0,0.3464,0.0,0.1059,0.4347,0.4232,0.0,0.4891,0.0,0.2529,0.0,0.0,0.0,0.2171,0.8191,0.7987,0.4136,0.0321,0.0298,0.6186,0.0,0.0,0.3458,0.1889,0.5548,0.0544,0.0,0.0052,0.2804,0.0074,0.0181,0.4698,0.6347,0.0,0.1135,0.2929,0.3403,0.267,0.2019,0.0327,0.0457,0.8519,0.8454,0.8368,0.3832,0.0018,0.8557,0.0051,0.0111,0.4799,0.4435,0.197,0.3377,0.4843,0.1443,0.2992,0.2424,0.317,0.3112,0.4974,0.2244,0.1509,0.3859,0.4801,0.3468,0.3078,0.3316,0.3908,0.3581,0.3293,0.4427,0.2859,0.3124,0.3219,0.2955,0.1376,0.168,0.2447,0.3069,0.3363,0.4022,0.85
3855,0.0,0.3388,0.0,0.1065,0.4369,0.4137,0.0,0.4611,0.0,0.2558,0.0,0.0,0.0,0.2058,0.8812,0.8355,0.4023,0.0215,0.0317,0.6017,0.0,0.0,0.3013,0.1988,0.5641,0.0279,0.0,0.0015,0.3332,0.0086,0.027,0.485,0.6775,0.0,0.1303,0.2591,0.4279,0.2806,0.2077,0.0824,0.0858,0.8717,0.8781,0.8737,0.4035,0.0051,0.8611,0.0191,0.0157,0.4761,0.5426,0.2936,0.3082,0.5744,0.3023,0.4031,0.3736,0.3983,0.3789,0.5163,0.2548,0.1656,0.4872,0.5498,0.4154,0.409,0.4477,0.4927,0.4284,0.3544,0.4521,0.3774,0.3853,0.3525,0.4318,0.2071,0.2259,0.3252,0.394,0.4265,0.5307,0.85
3856,0.0,0.3961,0.0,0.1097,0.443,0.4022,0.0,0.4487,0.0,0.2552,0.0,0.0,0.0,0.1973,0.9026,0.8651,0.3587,0.011,0.0388,0.5775,0.0,0.0,0.2503,0.2255,0.5473,0.0108,0.0,0.0001,0.3948,0.0127,0.0408,0.4824,0.7036,0.0,0.1461,0.2055,0.4784,0.2384,0.1852,0.1983,0.1605,0.8897,0.887,0.8537,0.3723,0.0176,0.844,0.055,0.0176,0.4888,0.5538,0.436,0.2453,0.5901,0.4256,0.496,0.4556,0.4348,0.4031,0.5278,0.2366,0.2095,0.5263,0.5353,0.4501,0.468,0.5139,0.5308,0.3982,0.4247,0.4226,0.429,0.4015,0.368,0.5273,0.2639,0.263,0.3702,0.4608,0.4688,0.5744,0.85
3857,0.0,0.4664,0.0,0.1162,0.4481,0.3776,0.0,0.4364,0.0,0.276,0.0,0.0,0.0,0.1996,0.8974,0.8463,0.3359,0.0055,0.0585,0.5842,0.0,0.0,0.1947,0.2692,0.5402,0.0141,0.0,0.0,0.5077,0.02,0.0882,0.4948,0.6921,0.0,0.1884,0.1534,0.4631,0.1976,0.1609,0.2586,0.2094,0.8871,0.8954,0.8336,0.3077,0.0439,0.8394,0.0912,0.0233,0.4213,0.5098,0.4902,0.1841,0.5755,0.4999,0.4235,0.4901,0.3845,0.4103,0.5119,0.2111,0.1826,0.5361,0.5068,0.4335,0.485,0.5449,0.5286,0.3669,0.4054,0.4242,0.438,0.4005,0.3281,0.5708,0.3245,0.2804,0.3709,0.3825,0.4706,0.5674,0.85
3858,0.0,0.4772,0.0,0.1137,0.454,0.371,0.0,0.4296,0.0,0.3244,0.0,0.0,0.0,0.1937,0.8767,0.8137,0.3477,0.0017,0.0851,0.6172,0.0,0.0,0.1465,0.2937,0.5161,0.0343,0.0,0.0004,0.5802,0.0214,0.0895,0.4801,0.692,0.0,0.1448,0.1076,0.4456,0.1605,0.131,0.2378,0.2035,0.8811,0.8845,0.8064,0.2356,0.074,0.8506,0.0905,0.028,0.3504,0.43,0.5404,0.1222,0.4986,0.5169,0.3921,0.5313,0.3669,0.3484,0.4728,0.2033,0.1385,0.4856,0.4428,0.3839,0.4577,0.5207,0.4788,0.3253,0.377,0.3853,0.4023,0.3165,0.306,0.5633,0.418,0.2554,0.3318,0.3105,0.4294,0.5005,0.85
